id,test_prefix,test_name,focal_method,docstring
coll_1_1,"    @Test
    public void booleanComparator_1_oe() {
        Comparator<Boolean> comp = ComparatorUtils.booleanComparator(true);
        <ASSERTION_HOLE>;
    }",ComparatorUtilsTest::booleanComparator_1_oe,"@Override
    @SuppressWarnings(""unchecked"")
    public int compare(final K o1, final K o2) {
        if (o1 == null) {
            return o2 == null ? 0 : -1;
        } else if (o2 == null) {
            return 1;
        }

        return ((Comparable<K>) o1).compareTo(o2);
    }",
coll_1_2,"    @Test
    public void booleanComparator_2_oe() {
        Comparator<Boolean> comp = ComparatorUtils.booleanComparator(true);
        <ASSERTION_HOLE>;
    }",ComparatorUtilsTest::booleanComparator_2_oe,"@Override
    @SuppressWarnings(""unchecked"")
    public int compare(final K o1, final K o2) {
        if (o1 == null) {
            return o2 == null ? 0 : -1;
        } else if (o2 == null) {
            return 1;
        }

        return ((Comparable<K>) o1).compareTo(o2);
    }",
coll_1_3,"    @Test
    public void booleanComparator_3_oe() {
        Comparator<Boolean> comp = ComparatorUtils.booleanComparator(true);
        <ASSERTION_HOLE>;
    }",ComparatorUtilsTest::booleanComparator_3_oe,"@Override
    @SuppressWarnings(""unchecked"")
    public int compare(final K o1, final K o2) {
        if (o1 == null) {
            return o2 == null ? 0 : -1;
        } else if (o2 == null) {
            return 1;
        }

        return ((Comparable<K>) o1).compareTo(o2);
    }",
coll_1_4,"    @Test
    public void booleanComparator_4_oe() {
        Comparator<Boolean> comp = ComparatorUtils.booleanComparator(true);

        comp = ComparatorUtils.booleanComparator(false);
        <ASSERTION_HOLE>;
    }",ComparatorUtilsTest::booleanComparator_4_oe,"@Override
    @SuppressWarnings(""unchecked"")
    public int compare(final K o1, final K o2) {
        if (o1 == null) {
            return o2 == null ? 0 : -1;
        } else if (o2 == null) {
            return 1;
        }

        return ((Comparable<K>) o1).compareTo(o2);
    }",
coll_1_5,"    @Test
    public void booleanComparator_5_oe() {
        Comparator<Boolean> comp = ComparatorUtils.booleanComparator(true);

        comp = ComparatorUtils.booleanComparator(false);
        <ASSERTION_HOLE>;
    }",ComparatorUtilsTest::booleanComparator_5_oe,"@Override
    @SuppressWarnings(""unchecked"")
    public int compare(final K o1, final K o2) {
        if (o1 == null) {
            return o2 == null ? 0 : -1;
        } else if (o2 == null) {
            return 1;
        }

        return ((Comparable<K>) o1).compareTo(o2);
    }",
coll_1_6,"    @Test
    public void booleanComparator_6_oe() {
        Comparator<Boolean> comp = ComparatorUtils.booleanComparator(true);

        comp = ComparatorUtils.booleanComparator(false);
        <ASSERTION_HOLE>;
    }",ComparatorUtilsTest::booleanComparator_6_oe,"@Override
    @SuppressWarnings(""unchecked"")
    public int compare(final K o1, final K o2) {
        if (o1 == null) {
            return o2 == null ? 0 : -1;
        } else if (o2 == null) {
            return 1;
        }

        return ((Comparable<K>) o1).compareTo(o2);
    }",
coll_2_1,"    @Test
    public void chainedComparator_1_oe() {
        final Comparator<Integer> comp = ComparatorUtils.chainedComparator(ComparatorUtils.<Integer>naturalComparator(),
                                                                     ComparatorUtils.<Integer>naturalComparator());
        <ASSERTION_HOLE>;
    }",ComparatorUtilsTest::chainedComparator_1_oe,"@Override
    @SuppressWarnings(""unchecked"")
    public int compare(final K o1, final K o2) {
        if (o1 == null) {
            return o2 == null ? 0 : -1;
        } else if (o2 == null) {
            return 1;
        }

        return ((Comparable<K>) o1).compareTo(o2);
    }",
coll_2_2,"    @Test
    public void chainedComparator_2_oe() {
        final Comparator<Integer> comp = ComparatorUtils.chainedComparator(ComparatorUtils.<Integer>naturalComparator(),
                                                                     ComparatorUtils.<Integer>naturalComparator());
        <ASSERTION_HOLE>;
    }",ComparatorUtilsTest::chainedComparator_2_oe,"@Override
    @SuppressWarnings(""unchecked"")
    public int compare(final K o1, final K o2) {
        if (o1 == null) {
            return o2 == null ? 0 : -1;
        } else if (o2 == null) {
            return 1;
        }

        return ((Comparable<K>) o1).compareTo(o2);
    }",
coll_2_3,"    @Test
    public void chainedComparator_3_oe() {
        final Comparator<Integer> comp = ComparatorUtils.chainedComparator(ComparatorUtils.<Integer>naturalComparator(),
                                                                     ComparatorUtils.<Integer>naturalComparator());
        <ASSERTION_HOLE>;
    }",ComparatorUtilsTest::chainedComparator_3_oe,"@Override
    @SuppressWarnings(""unchecked"")
    public int compare(final K o1, final K o2) {
        if (o1 == null) {
            return o2 == null ? 0 : -1;
        } else if (o2 == null) {
            return 1;
        }

        return ((Comparable<K>) o1).compareTo(o2);
    }",
coll_3_1,"    @Test
    public void max_1_oe() {
        final Comparator<Integer> reversed =
                ComparatorUtils.reversedComparator(ComparatorUtils.<Integer>naturalComparator());

        <ASSERTION_HOLE>;
    }",ComparatorUtilsTest::max_1_oe,"@SuppressWarnings(""unchecked"")
    public static <E extends Comparable<? super E>> Comparator<E> naturalComparator() {
        return NATURAL_COMPARATOR;
    }","/**
     * Gets a comparator that uses the natural order of the objects.
     *
     * @param <E>  the object type to compare
     * @return  a comparator which uses natural order
     */"
