id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition
coll_37_4,"    @Test
    @SuppressWarnings(""boxing"") // OK in test code
    public void testLongestCommonSubsequence_4_oe() {

        try {
            ListUtils.longestCommonSubsequence((List<?>) null, null);
        } catch (final NullPointerException e) {}

        try {
            ListUtils.longestCommonSubsequence(Arrays.asList('A'), null);
        } catch (final NullPointerException e) {}

        try {
            ListUtils.longestCommonSubsequence(null, Arrays.asList('A'));
        } catch (final NullPointerException e) {}

        @SuppressWarnings(""unchecked"")
        List<Character> lcs = ListUtils.longestCommonSubsequence(Collections.EMPTY_LIST, Collections.EMPTY_LIST);
        assertEquals(0, lcs.size());
    }",ListUtilsTest::testLongestCommonSubsequence_4_oe,org.apache.commons.collections4.IterableUtils,size(final Iterable<?> iterable),"/**
     * Returns the number of elements contained in the given iterator.
     * <p>
     * A <code>null</code> or empty iterator returns {@code 0}.
     *
     * @param iterable  the iterable to check, may be null
     * @return the number of elements contained in the iterable
     */","public static int size(final Iterable<?> iterable) {
        if (iterable instanceof Collection<?>) {
            return ((Collection<?>) iterable).size();
        }
        return IteratorUtils.size(emptyIteratorIfNull(iterable));
    }"
coll_37_5,"    @Test
    @SuppressWarnings(""boxing"") // OK in test code
    public void testLongestCommonSubsequence_5_oe() {

        try {
            ListUtils.longestCommonSubsequence((List<?>) null, null);
        } catch (final NullPointerException e) {}

        try {
            ListUtils.longestCommonSubsequence(Arrays.asList('A'), null);
        } catch (final NullPointerException e) {}

        try {
            ListUtils.longestCommonSubsequence(null, Arrays.asList('A'));
        } catch (final NullPointerException e) {}

        @SuppressWarnings(""unchecked"")
        List<Character> lcs = ListUtils.longestCommonSubsequence(Collections.EMPTY_LIST, Collections.EMPTY_LIST);

        final List<Character> list1 = Arrays.asList('B', 'A', 'N', 'A', 'N', 'A');
        final List<Character> list2 = Arrays.asList('A', 'N', 'A', 'N', 'A', 'S');
        lcs = ListUtils.longestCommonSubsequence(list1, list2);

        List<Character> expected = Arrays.asList('A', 'N', 'A', 'N', 'A');
        assertEquals(expected, lcs);
    }",ListUtilsTest::testLongestCommonSubsequence_5_oe,org.apache.commons.collections4.set.ListOrderedSet,asList(),"/**
     * Gets an unmodifiable view of the order of the Set.
     *
     * @return an unmodifiable list view
     */","public List<E> asList() {
        return UnmodifiableList.unmodifiableList(setOrder);
    }"
coll_37_6,"    @Test
    @SuppressWarnings(""boxing"") // OK in test code
    public void testLongestCommonSubsequence_6_oe() {

        try {
            ListUtils.longestCommonSubsequence((List<?>) null, null);
        } catch (final NullPointerException e) {}

        try {
            ListUtils.longestCommonSubsequence(Arrays.asList('A'), null);
        } catch (final NullPointerException e) {}

        try {
            ListUtils.longestCommonSubsequence(null, Arrays.asList('A'));
        } catch (final NullPointerException e) {}

        @SuppressWarnings(""unchecked"")
        List<Character> lcs = ListUtils.longestCommonSubsequence(Collections.EMPTY_LIST, Collections.EMPTY_LIST);

        final List<Character> list1 = Arrays.asList('B', 'A', 'N', 'A', 'N', 'A');
        final List<Character> list2 = Arrays.asList('A', 'N', 'A', 'N', 'A', 'S');
        lcs = ListUtils.longestCommonSubsequence(list1, list2);

        List<Character> expected = Arrays.asList('A', 'N', 'A', 'N', 'A');

        final List<Character> list3 = Arrays.asList('A', 'T', 'A', 'N', 'A');
        lcs = ListUtils.longestCommonSubsequence(list1, list3);

        expected = Arrays.asList('A', 'A', 'N', 'A');
        assertEquals(expected, lcs);
    }",ListUtilsTest::testLongestCommonSubsequence_6_oe,org.apache.commons.collections4.set.ListOrderedSet,asList(),"/**
     * Gets an unmodifiable view of the order of the Set.
     *
     * @return an unmodifiable list view
     */","public List<E> asList() {
        return UnmodifiableList.unmodifiableList(setOrder);
    }"
coll_37_7,"    @Test
    @SuppressWarnings(""boxing"") // OK in test code
    public void testLongestCommonSubsequence_7_oe() {

        try {
            ListUtils.longestCommonSubsequence((List<?>) null, null);
        } catch (final NullPointerException e) {}

        try {
            ListUtils.longestCommonSubsequence(Arrays.asList('A'), null);
        } catch (final NullPointerException e) {}

        try {
            ListUtils.longestCommonSubsequence(null, Arrays.asList('A'));
        } catch (final NullPointerException e) {}

        @SuppressWarnings(""unchecked"")
        List<Character> lcs = ListUtils.longestCommonSubsequence(Collections.EMPTY_LIST, Collections.EMPTY_LIST);

        final List<Character> list1 = Arrays.asList('B', 'A', 'N', 'A', 'N', 'A');
        final List<Character> list2 = Arrays.asList('A', 'N', 'A', 'N', 'A', 'S');
        lcs = ListUtils.longestCommonSubsequence(list1, list2);

        List<Character> expected = Arrays.asList('A', 'N', 'A', 'N', 'A');

        final List<Character> list3 = Arrays.asList('A', 'T', 'A', 'N', 'A');
        lcs = ListUtils.longestCommonSubsequence(list1, list3);

        expected = Arrays.asList('A', 'A', 'N', 'A');

        final List<Character> listZorro = Arrays.asList('Z', 'O', 'R', 'R', 'O');
        lcs = ListUtils.longestCommonSubsequence(list1, listZorro);

        assertTrue(lcs.isEmpty());
    }",ListUtilsTest::testLongestCommonSubsequence_7_oe,org.apache.commons.collections4.IterableUtils,isEmpty(final Iterable<?> iterable),"/**
     * Answers true if the provided iterable is empty.
     * <p>
     * A <code>null</code> iterable returns true.
     *
     * @param iterable  the {@link Iterable to use}, may be null
     * @return true if the iterable is null or empty, false otherwise
     */","public static boolean isEmpty(final Iterable<?> iterable) {
        if (iterable instanceof Collection<?>) {
            return ((Collection<?>) iterable).isEmpty();
        }
        return IteratorUtils.isEmpty(emptyIteratorIfNull(iterable));
    }"
coll_38_4,"    @Test
    public void testLongestCommonSubsequenceWithString_4_oe() {

      try {
          ListUtils.longestCommonSubsequence((String) null, null);
      } catch (final NullPointerException e) {}

      try {
          ListUtils.longestCommonSubsequence(""A"", null);
      } catch (final NullPointerException e) {}

      try {
          ListUtils.longestCommonSubsequence(null, ""A"");
      } catch (final NullPointerException e) {}

      String lcs = ListUtils.longestCommonSubsequence("""", """");
      assertEquals(0, lcs.length());
    }",ListUtilsTest::testLongestCommonSubsequenceWithString_4_oe,org.apache.commons.collections4.ListUtils,"longestCommonSubsequence(final List<E> a, final List<E> b)","/**
     * Returns the longest common subsequence (LCS) of two sequences (lists).
     *
     * @param <E>  the element type
     * @param a  the first list
     * @param b  the second list
     * @return the longest common subsequence
     * @throws NullPointerException if either list is {@code null}
     * @since 4.0
     */","public static <E> List<E> longestCommonSubsequence(final List<E> a, final List<E> b) {
      return longestCommonSubsequence( a, b, DefaultEquator.defaultEquator() );
    }"
coll_38_5,"    @Test
    public void testLongestCommonSubsequenceWithString_5_oe() {

      try {
          ListUtils.longestCommonSubsequence((String) null, null);
      } catch (final NullPointerException e) {}

      try {
          ListUtils.longestCommonSubsequence(""A"", null);
      } catch (final NullPointerException e) {}

      try {
          ListUtils.longestCommonSubsequence(null, ""A"");
      } catch (final NullPointerException e) {}

      String lcs = ListUtils.longestCommonSubsequence("""", """");

      final String banana = ""BANANA"";
      final String ananas = ""ANANAS"";
      lcs = ListUtils.longestCommonSubsequence(banana, ananas);

      assertEquals(""ANANA"", lcs);
    }",ListUtilsTest::testLongestCommonSubsequenceWithString_5_oe,org.apache.commons.collections4.ListUtils,"longestCommonSubsequence(final List<E> a, final List<E> b)","/**
     * Returns the longest common subsequence (LCS) of two sequences (lists).
     *
     * @param <E>  the element type
     * @param a  the first list
     * @param b  the second list
     * @return the longest common subsequence
     * @throws NullPointerException if either list is {@code null}
     * @since 4.0
     */","public static <E> List<E> longestCommonSubsequence(final List<E> a, final List<E> b) {
      return longestCommonSubsequence( a, b, DefaultEquator.defaultEquator() );
    }"
coll_38_6,"    @Test
    public void testLongestCommonSubsequenceWithString_6_oe() {

      try {
          ListUtils.longestCommonSubsequence((String) null, null);
      } catch (final NullPointerException e) {}

      try {
          ListUtils.longestCommonSubsequence(""A"", null);
      } catch (final NullPointerException e) {}

      try {
          ListUtils.longestCommonSubsequence(null, ""A"");
      } catch (final NullPointerException e) {}

      String lcs = ListUtils.longestCommonSubsequence("""", """");

      final String banana = ""BANANA"";
      final String ananas = ""ANANAS"";
      lcs = ListUtils.longestCommonSubsequence(banana, ananas);


      final String atana = ""ATANA"";
      lcs = ListUtils.longestCommonSubsequence(banana, atana);

      assertEquals(""AANA"", lcs);
    }",ListUtilsTest::testLongestCommonSubsequenceWithString_6_oe,org.apache.commons.collections4.ListUtils,"longestCommonSubsequence(final List<E> a, final List<E> b)","/**
     * Returns the longest common subsequence (LCS) of two sequences (lists).
     *
     * @param <E>  the element type
     * @param a  the first list
     * @param b  the second list
     * @return the longest common subsequence
     * @throws NullPointerException if either list is {@code null}
     * @since 4.0
     */","public static <E> List<E> longestCommonSubsequence(final List<E> a, final List<E> b) {
      return longestCommonSubsequence( a, b, DefaultEquator.defaultEquator() );
    }"
coll_38_7,"    @Test
    public void testLongestCommonSubsequenceWithString_7_oe() {

      try {
          ListUtils.longestCommonSubsequence((String) null, null);
      } catch (final NullPointerException e) {}

      try {
          ListUtils.longestCommonSubsequence(""A"", null);
      } catch (final NullPointerException e) {}

      try {
          ListUtils.longestCommonSubsequence(null, ""A"");
      } catch (final NullPointerException e) {}

      String lcs = ListUtils.longestCommonSubsequence("""", """");

      final String banana = ""BANANA"";
      final String ananas = ""ANANAS"";
      lcs = ListUtils.longestCommonSubsequence(banana, ananas);


      final String atana = ""ATANA"";
      lcs = ListUtils.longestCommonSubsequence(banana, atana);


      final String zorro = ""ZORRO"";
      lcs = ListUtils.longestCommonSubsequence(banana, zorro);

      assertEquals(0, lcs.length());
    }",ListUtilsTest::testLongestCommonSubsequenceWithString_7_oe,org.apache.commons.collections4.ListUtils,"longestCommonSubsequence(final List<E> a, final List<E> b)","/**
     * Returns the longest common subsequence (LCS) of two sequences (lists).
     *
     * @param <E>  the element type
     * @param a  the first list
     * @param b  the second list
     * @return the longest common subsequence
     * @throws NullPointerException if either list is {@code null}
     * @since 4.0
     */","public static <E> List<E> longestCommonSubsequence(final List<E> a, final List<E> b) {
      return longestCommonSubsequence( a, b, DefaultEquator.defaultEquator() );
    }"
coll_39_7,"    @Test
    @SuppressWarnings(""boxing"") // OK in test code
    public void testPartition_7_oe() {
        final List<Integer> strings = new ArrayList<>();
        for (int i = 0; i <= 6; i++) {
            strings.add(i);
        }

        final List<List<Integer>> partition = ListUtils.partition(strings, 3);


        try {
            ListUtils.partition(null, 3);
        } catch (final NullPointerException e) {}

        try {
            ListUtils.partition(strings, 0);
        } catch (final IllegalArgumentException e) {}

        try {
            ListUtils.partition(strings, -10);
        } catch (final IllegalArgumentException e) {}

        final List<List<Integer>> partitionMax = ListUtils.partition(strings, Integer.MAX_VALUE);
        assertEquals(1, partitionMax.size());
    }",ListUtilsTest::testPartition_7_oe,org.apache.commons.collections4.IterableUtils,size(final Iterable<?> iterable),"/**
     * Returns the number of elements contained in the given iterator.
     * <p>
     * A <code>null</code> or empty iterator returns {@code 0}.
     *
     * @param iterable  the iterable to check, may be null
     * @return the number of elements contained in the iterable
     */","public static int size(final Iterable<?> iterable) {
        if (iterable instanceof Collection<?>) {
            return ((Collection<?>) iterable).size();
        }
        return IteratorUtils.size(emptyIteratorIfNull(iterable));
    }"
coll_39_8,"    @Test
    @SuppressWarnings(""boxing"") // OK in test code
    public void testPartition_8_oe() {
        final List<Integer> strings = new ArrayList<>();
        for (int i = 0; i <= 6; i++) {
            strings.add(i);
        }

        final List<List<Integer>> partition = ListUtils.partition(strings, 3);


        try {
            ListUtils.partition(null, 3);
        } catch (final NullPointerException e) {}

        try {
            ListUtils.partition(strings, 0);
        } catch (final IllegalArgumentException e) {}

        try {
            ListUtils.partition(strings, -10);
        } catch (final IllegalArgumentException e) {}

        final List<List<Integer>> partitionMax = ListUtils.partition(strings, Integer.MAX_VALUE);
        assertEquals(strings.size(), partitionMax.get(0).size());
    }",ListUtilsTest::testPartition_8_oe,org.apache.commons.collections4.IterableUtils,size(final Iterable<?> iterable),"/**
     * Returns the number of elements contained in the given iterator.
     * <p>
     * A <code>null</code> or empty iterator returns {@code 0}.
     *
     * @param iterable  the iterable to check, may be null
     * @return the number of elements contained in the iterable
     */","public static int size(final Iterable<?> iterable) {
        if (iterable instanceof Collection<?>) {
            return ((Collection<?>) iterable).size();
        }
        return IteratorUtils.size(emptyIteratorIfNull(iterable));
    }"
