id,test_prefix,test_name,focal_methods,docstrings
commons-jexl3_6,"@Test
    public void test250_oe() throws Exception {
        final MapContext ctx = new MapContext();
        final HashMap<Object, Object> x = new HashMap<Object, Object>();
        x.put(2, ""123456789"");
        ctx.set(""x"", x);
        final JexlEngine engine = new JexlBuilder().strict(true).silent(false).create();
        String stmt = ""x.2.class.name"";
        JexlScript script = engine.createScript(stmt);
        Object result = script.execute(ctx);
        Assert.assertEquals(""java.lang.String"", result);

        try {
            stmt = ""x.3?.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
            Assert.assertNull(result);
        } catch (final JexlException xany) {
            Assert.fail(""Should have evaluated to null"");
        }
        try {
            stmt = ""x?.3.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
            Assert.fail(""Should have thrown, fail on 3"");
            Assert.assertNull(result);
        } catch (final JexlException xany) {
            Assert.assertTrue(xany.detailedMessage().contains(""3""));
        }
        try {
            stmt = ""x?.3?.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
            Assert.assertNull(result);
        } catch (final JexlException xany) {
            Assert.fail(""Should have evaluated to null"");
        }
        try {
            stmt = ""y?.3.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
            Assert.assertNull(result);
        } catch (final JexlException xany) {
            Assert.fail(""Should have evaluated to null"");
        }
        try {
            stmt = ""x?.y?.z"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
            Assert.assertNull(result);
        } catch (final JexlException xany) {
            Assert.fail(""Should have evaluated to null"");
        }
        try {
            stmt = ""x? (x.y? (x.y.z ?: null) :null) : null"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
            Assert.assertNull(result);
        } catch (final JexlException xany) {
            Assert.fail(""Should have evaluated to null"");
        }
    }",PropertyAccessTest::test250_oe,"public String execute(final Class<?> clazz, final String name) {
        final String m = get(clazz).execute().get(name);
        return """".equals(name) && m != null? clazz.getName() : m;
    }

protected String detailedMessage() {
        Class<? extends JexlException> clazz = getClass();
        String name = clazz == JexlException.class? ""JEXL"" : clazz.getSimpleName().toLowerCase();
        return name + "" error : "" + getDetail();
    }","/**
     * Gets the execute permission value for a given method of a class.
     *
     * @param clazz the class
     * @param name the method name
     * @return null if not allowed, the name of the method to use otherwise
     */

/**
     * Accesses detailed message.
     *
     * @return the message
     */"
commons-jexl3_7,"@Test
    public void test275a_oe() throws Exception {
        final JexlEngine jexl = new JexlBuilder().strict(true).safe(false).create();
        final JexlContext ctxt = new MapContext();
        JexlScript script;
        Object result = null;
        final Prompt p0 = new Prompt();
        p0.set(""stuff"", 42);
        ctxt.set(""$in"", p0);

        script = jexl.createScript(""$in[p].intValue()"", ""p"");
        try {
            result = script.execute(ctxt, ""fail"");
            Assert.fail(""should have thrown a "" + JexlException.Property.class);
        } catch (final JexlException xany) {
            Assert.assertEquals(JexlException.Property.class, xany.getClass());
        }
        Assert.assertNull(result);
        result = script.execute(ctxt, ""stuff"");
        Assert.assertEquals(42, result);

        script = jexl.createScript(""$in[p]?.intValue()"", ""p"");
        result = script.execute(ctxt, ""fail"");
        Assert.assertNull(result);
        result = script.execute(ctxt, ""stuff"");
        Assert.assertEquals(42, result);

        script = jexl.createScript(""$in.`${p}`.intValue()"", ""p"");
        try {
            result = script.execute(ctxt, ""fail"");
            Assert.fail(""should have thrown a "" + JexlException.Property.class);
        } catch (final JexlException xany) {
            Assert.assertEquals(JexlException.Property.class, xany.getClass());
        }
        result = script.execute(ctxt, ""stuff"");
        Assert.assertEquals(42, result);

        script = jexl.createScript(""$in.`${p}`?.intValue()"", ""p"");
        result = script.execute(ctxt, ""fail"");
        Assert.assertNull(result);
        result = script.execute(ctxt, ""stuff"");
        Assert.assertEquals(42, result);

    }",PropertyAccessTest::test275a_oe,"public String execute(final Class<?> clazz, final String name) {
        final String m = get(clazz).execute().get(name);
        return """".equals(name) && m != null? clazz.getName() : m;
    }","/**
     * Gets the execute permission value for a given method of a class.
     *
     * @param clazz the class
     * @param name the method name
     * @return null if not allowed, the name of the method to use otherwise
     */"
commons-jexl3_13,"@Test
    public void test210_oe() throws Exception {
        final JexlContext jc = new MapContext();
        jc.set(""v210"", new T210());
        final JexlEngine jexl = new JexlBuilder().strict(false).silent(false).create();
        final JexlScript e = jexl.createScript(""v210.npe()"");
        try {
            e.execute(jc);
            Assert.fail(""should have thrown an exception"");
        } catch(final JexlException xjexl) {
            final Throwable th = xjexl.getCause();
            Assert.assertEquals(""NPE210"", th.getMessage());
        }
    }",Issues200Test::test210_oe,"@Override
    public String getMessage() {
        final StringBuilder msg = new StringBuilder();
        if (info != null) {
            msg.append(info.toString());
        } else {
            msg.append(""?:"");
        }
        msg.append(' ');
        msg.append(detailedMessage());
        final Throwable cause = getCause();
        if (cause instanceof JexlArithmetic.NullOperand) {
            msg.append("" caused by null operand"");
        }
        return msg.toString();
    }","/**
     * Detailed info message about this error.
     * Format is ""debug![begin,end]: string \n msg"" where:
     *
     * - debug is the debugging information if it exists (@link JexlEngine.setDebug)
     * - begin, end are character offsets in the string for the precise location of the error
     * - string is the string representation of the offending expression
     * - msg is the actual explanation message for this error
     *
     * @return this error as a string
     */"
commons-jexl3_14,"@Test
    public void test217_oe() throws Exception {
        final JexlEvalContext jc = new JexlEvalContext();
        final JexlOptions options = jc.getEngineOptions();
        jc.set(""foo"", new int[]{0, 1, 2, 42});
        JexlEngine jexl;
        JexlScript e;
        Object r;
        jexl = new JexlBuilder().strict(false).silent(false).create();
        e = jexl.createScript(""foo[3]"");
        r = e.execute(jc);
        Assert.assertEquals(42, r);

        jc.set(""foo"", new int[]{0, 1});
        options.setStrict(true);
        Assert.assertTrue(options.isStrict());
        try {
            r = e.execute(jc);
            Assert.fail(""should have thrown an exception"");
        } catch(final JexlException xjexl) {
            final Throwable th = xjexl.getCause();
            Assert.assertEquals(ArrayIndexOutOfBoundsException.class, th.getClass());
        }
        options.setStrict(false);
        r = e.execute(jc);
        Assert.assertNull(""oob adverted"", r);
    }",Issues200Test::test217_oe,"public String execute(final Class<?> clazz, final String name) {
        final String m = get(clazz).execute().get(name);
        return """".equals(name) && m != null? clazz.getName() : m;
    }

public boolean isStrict() {
        return isSet(STRICT, flags);
    }","/**
     * Gets the execute permission value for a given method of a class.
     *
     * @param clazz the class
     * @param name the method name
     * @return null if not allowed, the name of the method to use otherwise
     */

/**
     * Checks whether the engine considers unknown variables, methods and
     * constructors as errors during evaluation.
     * @return true if strict, false otherwise
     */"
commons-jexl3_20,"@Test
    public void test245_oe() throws Exception {
        final MapContext ctx = new MapContext();
        final Foo245 foo245 = new Foo245();
        ctx.set(""foo"", foo245);

        final JexlEngine engine = new JexlBuilder().strict(true).safe(false).silent(false).create();
        final JexlExpression foobar = engine.createExpression(""foo.bar"");
        final JexlExpression foobaz = engine.createExpression(""foo.baz"");
        final JexlExpression foobarbaz = engine.createExpression(""foo.bar.baz"");
        final Object[] args = { null, 245 };
        for(final Object arg : args ){
            foo245.setBar(arg);
            Assert.assertEquals(foo245.getBar(), foobar.evaluate(ctx));
            try {
                foobaz.evaluate(ctx);
                Assert.fail(""foo.baz is not solvable, exception expected"");
            } catch(final JexlException xp) {
                Assert.assertTrue(xp instanceof JexlException.Property);
            }
            try {
                foobarbaz.evaluate(ctx);
                Assert.fail(""foo.bar.baz is not solvable, exception expected"");
            } catch(final JexlException xp) {
                Assert.assertTrue(xp instanceof JexlException.Property);
            }
        }
    }",Issues200Test::test245_oe,"public final JexlExpression createExpression(final String expression) {
        return createExpression(null, expression);
    }

@Override
    public Object evaluate(final JexlContext context) {
        return execute(context);
    }","/**
     * Creates a JexlExpression from a String containing valid JEXL syntax.
     * This method parses the expression which must contain either a reference or an expression.
     *
     * @param expression A String containing valid JEXL syntax
     * @return An {@link JexlExpression} which can be evaluated using a {@link JexlContext}
     * @throws JexlException if there is a problem parsing the script
     */

"
commons-jexl3_21,"@Test
    public void test256_oe() throws Exception {
        final MapContext ctx = new MapContext() {
            @Override public void set(final String name, final Object value) {
                if (""java"".equals(name)) {
                    throw new JexlException(null, ""can not set "" + name);
                }
                super.set(name, value);
            }
            @Override public Object get(final String name) {
                if (""java"".equals(name)) {
                    return null;
                }
                return super.get(name);
            }
            @Override public boolean has(final String name) {
                if (""java"".equals(name)) {
                    return false;
                }
                return super.has(name);
            }
        };
        ctx.set(""java.version"", 10);
        final JexlEngine engine = new JexlBuilder().strict(true).silent(false).create();
        JexlScript script;
        script = engine.createScript(""java = 3"");
        try {
             script.execute(ctx);
             Assert.fail(""should have failed!"");
        } catch(final JexlException xjexl) {
        }
        script = engine.createScript(""java.version"");
        Assert.assertEquals(10, script.execute(ctx));
    }",Issues200Test::test256_oe,"public String execute(final Class<?> clazz, final String name) {
        final String m = get(clazz).execute().get(name);
        return """".equals(name) && m != null? clazz.getName() : m;
    }","/**
     * Gets the execute permission value for a given method of a class.
     *
     * @param clazz the class
     * @param name the method name
     * @return null if not allowed, the name of the method to use otherwise
     */"
commons-jexl3_26,"@Test
    public void test274_oe() throws Exception {
        JexlEngine jexl = new JexlBuilder().strict(true).safe(true).stackOverflow(5).create();
        final JexlContext ctxt = new MapContext();
        JexlScript script= jexl.createScript(""var f = (x)->{ x > 1? x * f(x - 1) : x }; f(a)"", ""a"");
        Object result = script.execute(ctxt, 3);
        Assert.assertEquals(6, result);
        try {
            result = script.execute(ctxt, 32);
            Assert.fail(""should have overflown"");
        } catch(final JexlException.StackOverflow xstack) {
            final String sxs = xstack.toString();
            Assert.assertTrue(sxs.contains(""jexl""));
        }
        jexl = new JexlBuilder().strict(true).create();
        script= jexl.createScript(""var f = (x)->{ x * f(x - 1) }; f(a)"", ""a"");
        try {
            result = script.execute(ctxt, 32);
            Assert.fail(""should have overflown"");
        } catch(final JexlException.StackOverflow xstack) {
            final String sxs = xstack.toString();
            Assert.assertTrue(sxs.contains(""jvm""));
        }
    }",Issues200Test::test274_oe,"public String execute(final Class<?> clazz, final String name) {
        final String m = get(clazz).execute().get(name);
        return """".equals(name) && m != null? clazz.getName() : m;
    }

public Boolean contains(final Object container, final Object value) {
        if (value == null && container == null) {
            //if both are null L == R
            return true;
        }
        if (value == null || container == null) {
            // we know both aren't null, therefore L != R
            return false;
        }
        // use arithmetic / pattern matching ?
        if (container instanceof java.util.regex.Pattern) {
            return ((java.util.regex.Pattern) container).matcher(value.toString()).matches();
        }
        if (container instanceof CharSequence) {
            return value.toString().matches(container.toString());
        }
        // try contains on map key
        if (container instanceof Map<?, ?>) {
            if (value instanceof Map<?, ?>) {
                return ((Map<?, ?>) container).keySet().containsAll(((Map<?, ?>) value).keySet());
            }
            return ((Map<?, ?>) container).containsKey(value);
        }
        // try contains on collection
        if (container instanceof Collection<?>) {
            if (value instanceof Collection<?>) {
                return ((Collection<?>) container).containsAll((Collection<?>) value);
            }
            // left in right ? <=> right.contains(left) ?
            return ((Collection<?>) container).contains(value);
        }
        return null;
    }","/**
     * Gets the execute permission value for a given method of a class.
     *
     * @param clazz the class
     * @param name the method name
     * @return null if not allowed, the name of the method to use otherwise
     */

/**
     * Test if left contains right (right matches/in left).
     * <p>Beware that this method arguments are the opposite of the operator arguments.
     * 'x in y' means 'y contains x'.</p>
     *
     * @param container the container
     * @param value the value
     * @return test result or null if there is no arithmetic solution
     */"
commons-jexl3_27,"@Test
    public void test275a_oe() throws Exception {
        final JexlContext ctxt = new MapContext();
        ctxt.set(""out"", System.out);
        final JexlEngine jexl = new JexlBuilder().strict(true).safe(true).create();

        final JexlScript e = jexl.createScript(""out.println(xyz)"");
        try {
            final Object o = e.execute(ctxt);
            Assert.fail(""should have thrown"");
        } catch (final JexlException.Variable xvar) {
            Assert.assertEquals(""xyz"", xvar.getVariable());
        }
    }",Issues200Test::test275a_oe,"public String getVariable() {
            return getDetail();
        }","/**
         * @return the variable name
         */"
commons-jexl3_28,"@Test
    public void test275b_oe() throws Exception {
        final JexlContext ctxt = new MapContext();
        final JexlEngine jexl = new JexlBuilder().strict(true).safe(true).create();
        final JexlScript e = jexl.createScript(""var xyz = xyz"");
        try {
            final Object o = e.execute(ctxt);
            Assert.assertNull(o);
        } catch (final JexlException.Variable xvar) {
            Assert.fail(""should not have thrown"");
        }
    }",Issues200Test::test275b_oe,"public String execute(final Class<?> clazz, final String name) {
        final String m = get(clazz).execute().get(name);
        return """".equals(name) && m != null? clazz.getName() : m;
    }","/**
     * Gets the execute permission value for a given method of a class.
     *
     * @param clazz the class
     * @param name the method name
     * @return null if not allowed, the name of the method to use otherwise
     */"
commons-jexl3_29,"@Test
    public void test275c_oe() throws Exception {
        final JexlContext ctxt = new MapContext();
        final JexlEngine jexl = new JexlBuilder().strict(true).safe(true).silent(true).create();
        JexlScript e;
        Object r;
        e = jexl.createScript(""(s, v)->{  var x = y ; 42; }"");
        try {
            r = e.execute(ctxt, false, true);
            Assert.assertEquals(42, r);
        } catch (final JexlException.Variable xjexl) {
            Assert.fail(""should not have thrown"");
        }
    }",Issues200Test::test275c_oe,"public String execute(final Class<?> clazz, final String name) {
        final String m = get(clazz).execute().get(name);
        return """".equals(name) && m != null? clazz.getName() : m;
    }","/**
     * Gets the execute permission value for a given method of a class.
     *
     * @param clazz the class
     * @param name the method name
     * @return null if not allowed, the name of the method to use otherwise
     */"
