id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition
jexl_6_3,"    @Test
    public void test250_3_oe() throws Exception {
        final MapContext ctx = new MapContext();
        final HashMap<Object, Object> x = new HashMap<Object, Object>();
        x.put(2, ""123456789"");
        ctx.set(""x"", x);
        final JexlEngine engine = new JexlBuilder().strict(true).silent(false).create();
        String stmt = ""x.2.class.name"";
        JexlScript script = engine.createScript(stmt);
        Object result = script.execute(ctx);

        try {
            stmt = ""x.3?.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
            Assert.fail(""Should have evaluated to null"");
    }
    }",PropertyAccessTest::test250_3_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_6_8,"    @Test
    public void test250_8_oe() throws Exception {
        final MapContext ctx = new MapContext();
        final HashMap<Object, Object> x = new HashMap<Object, Object>();
        x.put(2, ""123456789"");
        ctx.set(""x"", x);
        final JexlEngine engine = new JexlBuilder().strict(true).silent(false).create();
        String stmt = ""x.2.class.name"";
        JexlScript script = engine.createScript(stmt);
        Object result = script.execute(ctx);

        try {
            stmt = ""x.3?.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""x?.3.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""x?.3?.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
            Assert.fail(""Should have evaluated to null"");
    }
    }",PropertyAccessTest::test250_8_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_6_10,"    @Test
    public void test250_10_oe() throws Exception {
        final MapContext ctx = new MapContext();
        final HashMap<Object, Object> x = new HashMap<Object, Object>();
        x.put(2, ""123456789"");
        ctx.set(""x"", x);
        final JexlEngine engine = new JexlBuilder().strict(true).silent(false).create();
        String stmt = ""x.2.class.name"";
        JexlScript script = engine.createScript(stmt);
        Object result = script.execute(ctx);

        try {
            stmt = ""x.3?.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""x?.3.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""x?.3?.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""y?.3.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
            Assert.fail(""Should have evaluated to null"");
    }
    }",PropertyAccessTest::test250_10_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_6_12,"    @Test
    public void test250_12_oe() throws Exception {
        final MapContext ctx = new MapContext();
        final HashMap<Object, Object> x = new HashMap<Object, Object>();
        x.put(2, ""123456789"");
        ctx.set(""x"", x);
        final JexlEngine engine = new JexlBuilder().strict(true).silent(false).create();
        String stmt = ""x.2.class.name"";
        JexlScript script = engine.createScript(stmt);
        Object result = script.execute(ctx);

        try {
            stmt = ""x.3?.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""x?.3.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""x?.3?.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""y?.3.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""x?.y?.z"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
            Assert.fail(""Should have evaluated to null"");
    }
    }",PropertyAccessTest::test250_12_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_6_14,"    @Test
    public void test250_14_oe() throws Exception {
        final MapContext ctx = new MapContext();
        final HashMap<Object, Object> x = new HashMap<Object, Object>();
        x.put(2, ""123456789"");
        ctx.set(""x"", x);
        final JexlEngine engine = new JexlBuilder().strict(true).silent(false).create();
        String stmt = ""x.2.class.name"";
        JexlScript script = engine.createScript(stmt);
        Object result = script.execute(ctx);

        try {
            stmt = ""x.3?.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""x?.3.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""x?.3?.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""y?.3.class.name"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""x?.y?.z"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
        }
        try {
            stmt = ""x? (x.y? (x.y.z ?: null) :null) : null"";
            script = engine.createScript(stmt);
            result = script.execute(ctx);
        } catch (final JexlException xany) {
            Assert.fail(""Should have evaluated to null"");
    }
    }",PropertyAccessTest::test250_14_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_28_2,"    @Test
    public void test275b_2_oe() throws Exception {
        final JexlContext ctxt = new MapContext();
        final JexlEngine jexl = new JexlBuilder().strict(true).safe(true).create();
        final JexlScript e = jexl.createScript(""var xyz = xyz"");
        try {
            final Object o = e.execute(ctxt);
        } catch (final JexlException.Variable xvar) {
            Assert.fail(""should not have thrown"");
    }
    }",Issues200Test::test275b_2_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_29_2,"    @Test
    public void test275c_2_oe() throws Exception {
        final JexlContext ctxt = new MapContext();
        final JexlEngine jexl = new JexlBuilder().strict(true).safe(true).silent(true).create();
        JexlScript e;
        Object r;
        e = jexl.createScript(""(s, v)->{  var x = y ; 42; }"");
        try {
            r = e.execute(ctxt, false, true);
        } catch (final JexlException.Variable xjexl) {
            Assert.fail(""should not have thrown"");
    }
    }",Issues200Test::test275c_2_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_30_2,"    @Test
    public void test275d_2_oe() throws Exception {
        final JexlContext ctxt = new MapContext();
        ctxt.set(""out"", System.out);
        final JexlEngine jexl = new JexlBuilder().strict(true).safe(true).create();

        final JexlScript e = jexl.createScript(""{ var xyz = 42 } out.println(xyz)"");
        try {
            final Object o = e.execute(ctxt);
        } catch (final JexlException.Variable xvar) {
            Assert.fail(""should not have thrown"" + xvar);
    }
    }",Issues200Test::test275d_2_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_32_5,"    @Test
    public void test279_5_oe() throws Exception {
        final Log logger = null;//LogFactory.getLog(Issues200Test.class);
        Object result;
        JexlScript script;
        final JexlContext ctxt = new Context279();
        final String[] srcs = new String[]{
            ""var z = null; identity(z[0]);"",
             ""var z = null; z.0;"",
             ""var z = null; z.foo();"",
            ""z['y']['z']"",
            ""z.y.any()"",
             ""identity(z.any())"",
             ""z[0]"",
             ""z.0"",
             ""z.foo()"",
             ""z.y[0]"",
             ""z.y[0].foo()"",
             ""z.y.0"",
             ""z.y.foo()"",
             ""var z = { 'y' : [42] }; z.y[1]"",
             ""var z = { 'y' : [42] }; z.y.1"",
             ""var z = { 'y' : [-42] }; z.y[1].foo()"",
             ""var z = { 'y' : [42] }; z.y.1.foo()"",
             ""var z = { 'y' : [null, null] }; z.y[1].foo()"",
             ""var z = { 'y' : [null, null] }; z.y.1.foo()""
        };
        for (int i = 0; i < 2; ++i) {
            for (final boolean strict : new boolean[]{true, false}) {
                final JexlEngine jexl = new JexlBuilder().safe(false).strict(strict).create();
                for (final String src : srcs) {
                    script = jexl.createScript(src);
                    try {
                        result = script.execute(ctxt);
                        if (strict) {
                            if (logger != null) {
                                logger.warn(ctxt.has(""z"") + "": "" + src + "": no fail, "" + result);
                            }
                        }
                    } catch (final JexlException.Variable xvar) {
                        if (logger != null) {
                            logger.warn(ctxt.has(""z"") + "": "" + src + "": fail, "" + xvar);
                        }
                        if (!strict) {
                        } else {
                        }
                    } catch (final JexlException.Property xprop) {
                        if (logger != null) {
                            logger.warn(ctxt.has(""z"") + "": "" + src + "": fail, "" + xprop);
                        }
                        if (!strict) {
                            Assert.fail(src + "", should not have thrown "" + xprop);
    }
    }
    }
    }
    }
    }",Issues200Test::test279_5_oe,org.apache.commons.jexl3.JexlContext,has(String name),"/**
     * Checks whether a variable is defined in this context.
     *
     * <p>A variable may be defined with a null value; this method checks whether the
     * value is null or if the variable is undefined.</p>
     *
     * @param name the variable's name
     * @return true if it exists, false otherwise
     */",boolean has(String name);
jexl_38_8,"    @Test
    public void test287_8_oe() {
        final JexlEvalContext ctxt = new JexlEvalContext();
        final JexlOptions options = ctxt.getEngineOptions();
        final JexlEngine jexl = new JexlBuilder().strict(true).create();
        String src;
        JexlScript script;
        Object result;
        src = ""x = 1; if (false) var x = 2; x"";
        script = jexl.createScript(src);
        result = script.execute(ctxt);
        src = ""x = 1; if (true) var x = 2; x"";
        script = jexl.createScript(src);
        result = script.execute(ctxt);
        src = ""x = 1; var x = x + 41; x"";
        script = jexl.createScript(src);
        result = script.execute(ctxt);
        options.setLexical(false);
        src = ""(x)->{ if (x==1) { var y = 2; } else if (x==2) { var y = 3; }; y }"";
        script = jexl.createScript(src);
        result = script.execute(ctxt, 1);
        result = script.execute(ctxt, 2);
        options.setStrict(true);
        try {
            result = script.execute(ctxt, 0);
        } catch (final JexlException.Variable xvar) {
        }
        options.setStrict(false);
        try {
            result = script.execute(ctxt, 0);
        } catch (final JexlException xvar) {
            Assert.fail(""should not have failed!"");
    }
    }",Issues200Test::test287_8_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
