id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition
coll_48_1,"    @Test
    public void testDebugAndVerbosePrintCasting_1_oe() {
        final Map<Integer, String> inner = new HashMap<>(2, 1);
        inner.put(2, ""B"");
        inner.put(3, ""C"");

        final Map<Integer, Object> outer = new HashMap<>(2, 1);
        outer.put(0, inner);
        outer.put(1, ""A"");

        final ByteArrayOutputStream out = new ByteArrayOutputStream();
        final PrintStream outPrint = new PrintStream(out);

        try {
            MapUtils.debugPrint(outPrint, ""Print Map"", outer);
        } catch (final ClassCastException e) {
            fail(""No Casting should be occurring!"");
    }
    }",MapUtilsTest::testDebugAndVerbosePrintCasting_1_oe,org.apache.commons.collections4.MapUtils,"void debugPrint(final PrintStream out, final Object label, final Map<?, ?> map)","/**
     * Prints the given map with nice line breaks.
     * <p>
     * This method prints a nicely formatted String describing the Map.
     * Each map entry will be printed with key, value and value classname.
     * When the value is a Map, recursive behaviour occurs.
     * <p>
     * This method is NOT thread-safe in any special way. You must manually
     * synchronize on either this class or the stream as required.
     *
     * @param out  the stream to print to, must not be null
     * @param label  The label to be used, may be <code>null</code>.
     *   If <code>null</code>, the label is not output.
     *   It typically represents the name of the property in a bean or similar.
     * @param map  The map to print, may be <code>null</code>.
     *   If <code>null</code>, the text 'null' is output.
     * @throws NullPointerException if the stream is <code>null</code>
     */","public static void debugPrint(final PrintStream out, final Object label, final Map<?, ?> map) {
        verbosePrintInternal(out, label, map, new ArrayDeque<Map<?, ?>>(), true);
    }"
coll_105_3,"    @Test
    public void testExceptionTransformer_3_oe() {
        try {
            TransformerUtils.exceptionTransformer().transform(null);
        } catch (final FunctorException ex) {
            try {
                TransformerUtils.exceptionTransformer().transform(cString);
            } catch (final FunctorException ex2) {
                return;
            }
        }
        fail();
    }",TransformerUtilsTest::testExceptionTransformer_3_oe,org.apache.commons.collections4.Transformer,transform(I input),"/**
     * Transforms the input object (leaving it unchanged) into some output object.
     *
     * @param input  the object to be transformed, should be left unchanged
     * @return a transformed object
     * @throws ClassCastException (runtime) if the input is the wrong class
     * @throws IllegalArgumentException (runtime) if the input is invalid
     * @throws FunctorException (runtime) if the transform cannot be completed
     */",O transform(I input);
coll_111_5,"    @Test
    public void testExecutorTransformer_5_oe() {
        try {
            TransformerUtils.asTransformer((Closure<Object>) null);
        } catch (final NullPointerException ex) {
            return;
        }
        fail();
    }",TransformerUtilsTest::testExecutorTransformer_5_oe,org.apache.commons.collections4.TransformerUtils,asTransformer(final Closure<? super T> closure),"/**
     * Creates a Transformer that calls a Closure each time the transformer is used.
     * The transformer returns the input object.
     *
     * @param <T>  the input/output type
     * @param closure  the closure to run each time in the transformer, not null
     * @return the transformer
     * @throws NullPointerException if the closure is null
     * @see ClosureTransformer
     */","public static <T> Transformer<T, T> asTransformer(final Closure<? super T> closure) {
        return ClosureTransformer.closureTransformer(closure);
    }"
coll_112_5,"    @Test
    public void testPredicateTransformer_5_oe() {
        try {
            TransformerUtils.asTransformer((Predicate<Object>) null);
        } catch (final IllegalArgumentException ex) {
            return;
        }
        fail();
    }",TransformerUtilsTest::testPredicateTransformer_5_oe,org.apache.commons.collections4.TransformerUtils,asTransformer(final Closure<? super T> closure),"/**
     * Creates a Transformer that calls a Closure each time the transformer is used.
     * The transformer returns the input object.
     *
     * @param <T>  the input/output type
     * @param closure  the closure to run each time in the transformer, not null
     * @return the transformer
     * @throws NullPointerException if the closure is null
     * @see ClosureTransformer
     */","public static <T> Transformer<T, T> asTransformer(final Closure<? super T> closure) {
        return ClosureTransformer.closureTransformer(closure);
    }"
coll_113_5,"    @Test
    public void testFactoryTransformer_5_oe() {
        try {
            TransformerUtils.asTransformer((Factory<Object>) null);
        } catch (final NullPointerException ex) {
            return;
        }
        fail();
    }",TransformerUtilsTest::testFactoryTransformer_5_oe,org.apache.commons.collections4.TransformerUtils,asTransformer(final Closure<? super T> closure),"/**
     * Creates a Transformer that calls a Closure each time the transformer is used.
     * The transformer returns the input object.
     *
     * @param <T>  the input/output type
     * @param closure  the closure to run each time in the transformer, not null
     * @return the transformer
     * @throws NullPointerException if the closure is null
     * @see ClosureTransformer
     */","public static <T> Transformer<T, T> asTransformer(final Closure<? super T> closure) {
        return ClosureTransformer.closureTransformer(closure);
    }"
coll_196_3,"    @Test
    public void testExceptionClosure_3_oe() {
        try {
            ClosureUtils.exceptionClosure().execute(null);
        } catch (final FunctorException ex) {
            try {
                ClosureUtils.exceptionClosure().execute(cString);
            } catch (final FunctorException ex2) {
                return;
            }
        }
        fail();
    }",ClosureUtilsTest::testExceptionClosure_3_oe,org.apache.commons.collections4.Closure,void execute(T input),"/**
     * Performs an action on the specified input object.
     *
     * @param input  the input to execute on
     * @throws ClassCastException (runtime) if the input is the wrong class
     * @throws IllegalArgumentException (runtime) if the input is invalid
     * @throws FunctorException (runtime) if any other error occurs
     */",void execute(T input);
coll_208_3,"    @Test
    public void testExceptionFactory_3_oe() {
        try {
            FactoryUtils.exceptionFactory().create();
        } catch (final FunctorException ex) {
            try {
                FactoryUtils.exceptionFactory().create();
            } catch (final FunctorException ex2) {
                return;
            }
        }
        fail();
    }",FactoryUtilsTest::testExceptionFactory_3_oe,org.apache.commons.collections4.Factory,create(),"/**
     * Create a new object.
     *
     * @return a new object
     * @throws FunctorException (runtime) if the factory cannot create an object
     */",T create();
coll_216_3,"    @Test
    public void testPrototypeFactoryPublicSerializationError_3_oe() {
        final Mock2 proto = new Mock2(new Object());
        final Factory<Object> factory = FactoryUtils.<Object>prototypeFactory(proto);
        try {
            factory.create();
        } catch (final FunctorException ex) {
            return;
        }
        fail();
    }",FactoryUtilsTest::testPrototypeFactoryPublicSerializationError_3_oe,org.apache.commons.collections4.Factory,create(),"/**
     * Create a new object.
     *
     * @return a new object
     * @throws FunctorException (runtime) if the factory cannot create an object
     */",T create();
coll_217_1,"    @Test
    public void testPrototypeFactoryPublicBad_1_oe() {
        final Object proto = new Object();
        try {
            FactoryUtils.prototypeFactory(proto);
        } catch (final IllegalArgumentException ex) {
            return;
        }
        fail();
    }",FactoryUtilsTest::testPrototypeFactoryPublicBad_1_oe,org.apache.commons.collections4.FactoryUtils,prototypeFactory(final T prototype),"/**
     * Creates a Factory that will return a clone of the same prototype object
     * each time the factory is used. The prototype will be cloned using one of these
     * techniques (in order):
     *
     * <ul>
     * <li>public clone method</li>
     * <li>public copy constructor</li>
     * <li>serialization clone</li>
     * </ul>
     *
     * @see org.apache.commons.collections4.functors.PrototypeFactory
     *
     * @param <T> the type that the factory creates
     * @param prototype  the object to clone each time in the factory
     * @return the <code>prototype</code> factory, or a {@link ConstantFactory#NULL_INSTANCE} if
     * the {@code prototype} is {@code null}
     * @throws IllegalArgumentException if the prototype cannot be cloned
     */","public static <T> Factory<T> prototypeFactory(final T prototype) {
        return PrototypeFactory.<T>prototypeFactory(prototype);
    }"
coll_228_3,"    @Test
    public void testExceptionPredicate_3_oe() {
        try {
            PredicateUtils.exceptionPredicate().evaluate(null);
        } catch (final FunctorException ex) {
            try {
                PredicateUtils.exceptionPredicate().evaluate(cString);
            } catch (final FunctorException ex2) {
                return;
            }
        }
        fail();
    }",PredicateUtilsTest::testExceptionPredicate_3_oe,org.apache.commons.collections4.Predicate,evaluate(T object),"/**
     * Use the specified parameter to perform a test that returns true or false.
     *
     * @param object  the object to evaluate, should not be changed
     * @return true or false
     * @throws ClassCastException (runtime) if the input is the wrong class
     * @throws IllegalArgumentException (runtime) if the input is invalid
     * @throws FunctorException (runtime) if the predicate encounters a problem
     */",boolean evaluate(T object);
