id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition
coll_216_2,"    @Test
    public void testPrototypeFactoryPublicSerializationError_2_oe() {
        final Mock2 proto = new Mock2(new Object());
        final Factory<Object> factory = FactoryUtils.<Object>prototypeFactory(proto);
        try {
            factory.create();
        } catch (final FunctorException ex) {
            assertTrue(ex.getCause() instanceof IOException);
    }
    }",FactoryUtilsTest::testPrototypeFactoryPublicSerializationError_2_oe,org.apache.commons.collections4.Factory,create(),"/**
     * Create a new object.
     *
     * @return a new object
     * @throws FunctorException (runtime) if the factory cannot create an object
     */",T create();
coll_383_20,"    public void testIterator_20_oe() {
        final ListIterator<E> iter = makeObject();

        Object iterValue = iter.next();


        iterValue = iter.previous();


        iterValue = iter.next();


        try {
            iter.next();
        } catch (final Exception e) {
          assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",SingletonListIteratorTest::testIterator_20_oe,org.apache.commons.collections4.MapIterator,next(),"/**
     * Gets the next <em>key</em> from the <code>Map</code>.
     *
     * @return the next key in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */","@Override
    K next();"
coll_383_21,"    public void testIterator_21_oe() {
        final ListIterator<E> iter = makeObject();

        Object iterValue = iter.next();


        iterValue = iter.previous();


        iterValue = iter.next();


        try {
            iter.next();
        } catch (final Exception e) {
        }
        iter.previous();
        try {
            iter.previous();
        } catch (final Exception e) {
          assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",SingletonListIteratorTest::testIterator_21_oe,org.apache.commons.collections4.OrderedIterator,previous(),"/**
     * Gets the previous element from the container.
     *
     * @return the previous element in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */",E previous();
coll_386_3,"    public void testIterator_3_oe() {
        final Iterator<E> iter = makeObject();
        for (final int element : testArray) {
            final Integer testValue = Integer.valueOf(element);
            final Number iterValue = (Number) iter.next();

        }


        try {
            iter.next();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",ArrayIterator2Test::testIterator_3_oe,org.apache.commons.collections4.MapIterator,next(),"/**
     * Gets the next <em>key</em> from the <code>Map</code>.
     *
     * @return the next key in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */","@Override
    K next();"
coll_403_3,"    public void testIterator_3_oe() {
        final Iterator<String> iter = makeObject();
        for (final String testValue : testArray) {
            final Object iterValue = iter.next();

        }


        try {
            iter.next();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",IteratorChainTest::testIterator_3_oe,org.apache.commons.collections4.MapIterator,next(),"/**
     * Gets the next <em>key</em> from the <code>Map</code>.
     *
     * @return the next key in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */","@Override
    K next();"
coll_431_3,"    public void testListIterator_3_oe() {
        final ListIterator<E> iter = makeObject();


        while (iter.hasNext()) {
            iter.next();
        }

        for (int x = testArray.length - 1; x >= 0; x--) {
            final Object testValue = testArray[x];
            final Object iterValue = iter.previous();

        }


        try {
            iter.previous();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",ArrayListIteratorTest::testListIterator_3_oe,org.apache.commons.collections4.OrderedIterator,previous(),"/**
     * Gets the previous element from the container.
     *
     * @return the previous element in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */",E previous();
coll_433_3,"    public void testIterator_3_oe() {
        final Iterator<String> iter = makeObject();
        for (final String testValue : testArray) {
            final Object iterValue = iter.next();

        }


        try {
            iter.next();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",LazyIteratorChainTest::testIterator_3_oe,org.apache.commons.collections4.MapIterator,next(),"/**
     * Gets the next <em>key</em> from the <code>Map</code>.
     *
     * @return the next key in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */","@Override
    K next();"
coll_438_3,"    public void testListIterator_3_oe() {
        final ListIterator<E> iter = makeObject();


        while (iter.hasNext()) {
            iter.next();
        }

        for (int x = testArray.length - 1; x >= 0; x--) {
            final Object testValue = testArray[x];
            final Object iterValue = iter.previous();

        }


        try {
            iter.previous();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",ObjectArrayListIteratorTest::testListIterator_3_oe,org.apache.commons.collections4.OrderedIterator,previous(),"/**
     * Gets the previous element from the container.
     *
     * @return the previous element in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */",E previous();
coll_458_3,"    public void testIterator_3_oe() {
        final Iterator<E> iter = makeObject();
        for (final String testValue : testArray) {
            final E iterValue = iter.next();

        }


        try {
            iter.next();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",ObjectArrayIteratorTest::testIterator_3_oe,org.apache.commons.collections4.MapIterator,next(),"/**
     * Gets the next <em>key</em> from the <code>Map</code>.
     *
     * @return the next key in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */","@Override
    K next();"
coll_461_3,"    public void testIterator_3_oe() {
        final Iterator<E> iter = makeObject();
        for (final String testValue : testArray) {
            final E iterValue = iter.next();

        }


        try {
            iter.next();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",ArrayIteratorTest::testIterator_3_oe,org.apache.commons.collections4.MapIterator,next(),"/**
     * Gets the next <em>key</em> from the <code>Map</code>.
     *
     * @return the next key in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */","@Override
    K next();"
